0	0
0.05	-0.002173983
0.1	-0.0084927978
0.15	-0.018651743
0.2	-0.032346117
0.25	-0.049081442
0.3	-0.067998937
0.35	-0.088877915
0.4	-0.11047861
0.45	-0.1330514
0.5	-0.15335805
0.55	-0.17276428
0.6	-0.19148114
0.65	-0.20490619
0.7	-0.21247092
0.75	-0.22207948
0.8	-0.23008816
0.85	-0.22839216
0.9	-0.22496902
0.95	-0.22074951
1	-0.21056275
1.05	-0.19740809
1.1	-0.17875499
1.15	-0.15209389
1.2	-0.1097155
1.25	-0.057555348
1.3	0.004830554
1.35	0.089397516
1.4	0.18069768
1.45	0.26945422
1.5	0.3678859
1.55	0.47017024
1.6	0.55640432
1.65	0.60613562
1.7	0.58733306
1.75	0.50446162
1.8	0.40277529
1.85	0.30689794
1.9	0.22074706
1.95	0.16463631
2	0.13222531
2.05	0.11915243
2.1	0.12227511
2.15	0.12334297
2.2	0.11726383
2.25	0.036837839
2.3	-0.078297843
2.35	-0.22387093
2.4	-0.36126073
2.45	-0.46625944
2.5	-0.53738055
2.55	-0.58133643
2.6	-0.60039166
2.65	-0.58872681
2.7	-0.54821903
2.75	-0.48404308
2.8	-0.39794701
2.85	-0.29442922
2.9	-0.17845177
2.95	-0.054834008
3	0.066167746
3.05	0.17971523
3.1	0.29371505
3.15	0.40122197
3.2	0.48035142
3.25	0.50465659
3.3	0.44317248
3.35	0.30554496
3.4	0.14866211
3.45	0.0070703511
3.5	-0.11800945
3.55	-0.20951306
3.6	-0.24945969
3.65	-0.22398773
3.7	-0.14777213
3.75	-0.06956798
3.8	-0.020449688
3.85	-0.018754553
3.9	-0.061122222
3.95	-0.11447154
4	-0.14742136
4.05	-0.1739893
4.1	-0.20050944
4.15	-0.18289041
4.2	-0.11390282
4.25	0.0031885042
4.3	0.15992607
4.35	0.34726446
4.4	0.55765556
4.45	0.75463054
4.5	0.91729994
4.55	1.0057916
4.6	0.979592
4.65	0.83224536
4.7	0.58857266
4.75	0.29933681
4.8	0.014485031
4.85	-0.22973809
4.9	-0.43775574
4.95	-0.61374363
5	-0.7806097
5.05	-0.95630268
5.1	-1.1206037
5.15	-1.2131432
5.2	-1.2185902
5.25	-1.139842
5.3	-0.98651809
5.35	-0.79407411
5.4	-0.56503889
5.45	-0.2946459
5.5	0.033049348
5.55	0.39851837
5.6	0.74992805
5.65	0.9939184
5.7	1.0987625
5.75	1.0860797
5.8	1.0268454
5.85	0.98550671
5.9	0.98731484
5.95	0.98147793
6	0.92981182
6.05	0.82032126
6.1	0.64874394
6.15	0.42784999
6.2	0.15146343
6.25	-0.16317844
6.3	-0.54100394
6.35	-0.94930101
6.4	-1.3477123
6.45	-1.6499861
6.5	-1.7512392
6.55	-1.5868168
6.6	-1.2061587
6.65	-0.78010074
6.7	-0.42222201
6.75	-0.16766668
6.8	-0.017972529
6.85	0.064464003
6.9	0.13704748
6.95	0.26014639
7	0.42145742
7.05	0.57255081
7.1	0.7300977
7.15	0.8978019
7.2	1.0468698
7.25	1.1446
7.3	1.1823951
7.35	1.1834133
7.4	1.0949121
7.45	0.87875736
7.5	0.55978869
7.55	0.21392067
7.6	-0.18154455
7.65	-0.58587407
7.7	-0.93480636
7.75	-1.1588035
7.8	-1.2546831
7.85	-1.247989
7.9	-1.1418527
7.95	-0.95377706
8	-0.72401362
8.05	-0.49109671
8.1	-0.27542404
8.15	-0.11083308
8.2	0.0087223244
8.25	0.13789512
8.3	0.25229276
8.35	0.35700526
8.4	0.47706518
8.45	0.58208498
8.5	0.66823921
8.55	0.71965426
8.6	0.78323262
8.65	0.8006847
8.7	0.71663067
8.75	0.66079953
8.8	0.54496731
8.85	0.31890291
8.9	0.04984655
8.95	-0.22899525
9	-0.46187691
9.05	-0.60996763
9.1	-0.68289095
9.15	-0.67639345
9.2	-0.63304198
9.25	-0.57296305
9.3	-0.55639143
9.35	-0.50963469
9.4	-0.42577298
9.45	-0.31367311
9.5	-0.22575375
9.55	-0.13107615
9.6	-0.020705128
9.65	0.085426315
9.7	0.20019316
9.75	0.30847112
9.8	0.4289175
9.85	0.50479434
9.9	0.55551464
9.95	0.55971326
10	0.50692365
10.05	0.44629558
10.1	0.2967937
10.15	0.16421813
10.2	0.014272016
10.25	-0.059776762
10.3	-0.17613087
10.35	-0.11364028
10.4	-0.17317272
10.45	-0.20290112
10.5	-0.23053806
10.55	-0.24825477
10.6	-0.28320331
10.65	-0.28260023
10.7	-0.23311663
10.75	-0.17067087
10.8	-0.17759121
10.85	-0.14994637
10.9	-0.053143343
10.95	0.0096080881
11	0.077622801
11.05	0.13372396
11.1	0.20054893
11.15	0.2560465
11.2	0.27169895
11.25	0.25753524
11.3	0.23066765
11.35	0.19420998
11.4	0.13289143
11.45	0.040438406
11.5	-0.041411907
11.55	-0.090790257
11.6	-0.07513441
11.65	-0.069260537
11.7	-0.1063796
11.75	-0.10810026
11.8	-0.066940085
11.85	-0.080655235
11.9	-0.10617279
11.95	-0.09519548
12	-0.090641694
12.05	-0.017784133
12.1	-0.018674021
12.15	-0.071724785
12.2	-0.064465851
12.25	-0.052624714
12.3	-0.084019442
12.35	-0.087768554
12.4	-0.047202565
12.45	-0.0047643987
12.5	0.035042058
12.55	0.044268257
12.6	0.056021865
12.65	0.074165969
12.7	0.048784662
12.75	0.012600383
12.8	-0.0062602776
12.85	-0.0053891493
12.9	0.030605884
